#,Name,Primary Type,Secondary Type,Total,HP,Attack,Defense,Sp.Atk,Sp.Def,Speed,Variant,Generation,Evolution Stage,Category,Pre-evolution,Egg Group 1,Egg Group 2,Height (m),Weight (kg),Gender,Catch Rate,Catch Rate (%),Hatch Time,Egg Obtainable,Smash/Pass
493,Arceus,Normal,,720,120,120,120,120,120,120,,4,1,Alpha,,No Eggs Discovered,,3.2,320.0,Neither,3,1.6%,120 cycles,No,Pass
494,Victini,Psychic,Fire,600,100,100,100,100,100,100,,5,1,Victory,,No Eggs Discovered,,0.4,4.0,Neither,3,1.6%,120 cycles,No,Pass
495,Snivy,Grass,,308,45,45,55,45,55,63,,5,1,Grass Snake,,Field,Grass,0.6,8.1,Both,45,11.9%,20 cycles,Yes,Pass
496,Servine,Grass,,413,60,60,75,60,75,83,,5,2,Grass Snake,Snivy,Field,Grass,0.8,16.0,Both,45,11.9%,20 cycles,Yes,Pass
497,Serperior,Grass,,528,75,75,95,75,95,113,,5,3,Regal,Servine,Field,Grass,3.3,63.0,Both,45,11.9%,20 cycles,Yes,Pass
498,Tepig,Fire,,308,65,63,45,45,45,45,,5,1,Fire Pig,,Field,,0.5,9.9,Both,45,11.9%,20 cycles,Yes,Pass
499,Pignite,Fire,Fighting,418,90,93,55,70,55,55,,5,2,Fire Pig,Tepig,Field,,1.0,55.5,Both,45,11.9%,20 cycles,Yes,Pass
500,Emboar,Fire,Fighting,528,110,123,65,100,65,65,Mega Emboar,5,3,Mega Fire Pig,Pignite,Field,,1.6,150.0,Both,45,11.9%,20 cycles,Yes,Pass
501,Oshawott,Water,,308,55,55,45,63,45,45,,5,1,Sea Otter,,Field,,0.5,5.9,Both,45,11.9%,20 cycles,Yes,Pass
502,Dewott,Water,,413,75,75,60,83,60,60,,5,2,Discipline,Oshawott,Field,,0.8,24.5,Both,45,11.9%,20 cycles,Yes,Pass
503,Samurott,Water,Dark,528,95,100,85,108,70,70,Hisuian Samurott,5,3,Formidable,Dewott,Field,,1.5,94.6,Both,45,11.9%,20 cycles,Yes,Pass
504,Patrat,Normal,,255,45,55,39,35,39,42,,5,1,Scout,,Field,,0.5,11.6,Both,255,43.9%,15 cycles,Yes,Pass
505,Watchog,Normal,,420,60,85,69,60,69,77,,5,2,Lookout,Patrat,Field,,1.1,27.0,Both,255,43.9%,20 cycles,Yes,Pass
506,Lillipup,Normal,,275,45,60,45,25,45,55,,5,1,Puppy,,Field,,0.4,4.1,Both,255,43.9%,15 cycles,Yes,Pass
507,Herdier,Normal,,370,65,80,65,35,65,60,,5,2,Loyal Dog,Lillipup,Field,,0.9,14.7,Both,120,24.9%,15 cycles,Yes,Pass
508,Stoutland,Normal,,500,85,110,90,45,90,80,,5,3,Big-Hearted,Herdier,Field,,1.2,61.0,Both,45,11.9%,15 cycles,Yes,Pass
509,Purrloin,Dark,,281,41,50,37,50,37,66,,5,1,Devious,,Field,,0.4,10.1,Both,255,43.9%,20 cycles,Yes,Pass
510,Liepard,Dark,,446,64,88,50,88,50,106,,5,2,Cruel,Purrloin,Field,,1.1,37.5,Both,90,20.1%,20 cycles,Yes,Pass
511,Pansage,Grass,,316,50,53,48,53,48,64,,5,1,Grass Monkey,,Field,,0.6,10.5,Both,190,35.2%,20 cycles,Yes,Pass
512,Simisage,Grass,,498,75,98,63,98,63,101,,5,2,Thorn Monkey,Pansage,Field,,1.1,30.5,Both,75,17.5%,20 cycles,Yes,Pass
513,Pansear,Fire,,316,50,53,48,53,48,64,,5,1,High Temp,,Field,,0.6,11.0,Both,190,35.2%,20 cycles,Yes,Pass
514,Simisear,Fire,,498,75,98,63,98,63,101,,5,2,Ember,Pansear,Field,,1.0,28.0,Both,75,17.5%,20 cycles,Yes,Pass
515,Panpour,Water,,316,50,53,48,53,48,64,,5,1,Spray,,Field,,0.6,13.5,Both,190,35.2%,20 cycles,Yes,Pass
516,Simipour,Water,,498,75,98,63,98,63,101,,5,2,Geyser,Panpour,Field,,1.0,29.0,Both,75,17.5%,20 cycles,Yes,Pass
517,Munna,Psychic,,292,76,25,45,67,55,24,,5,1,Dream Eater,,Field,,0.6,23.3,Both,190,35.2%,10 cycles,Yes,Pass
518,Musharna,Psychic,,487,116,55,85,107,95,29,,5,2,Drowsing,Munna,Field,,1.1,60.5,Both,75,17.5%,10 cycles,Yes,Pass
519,Pidove,Normal,Flying,264,50,55,50,36,30,43,,5,1,Tiny Pigeon,,Flying,,0.3,2.1,Both,255,43.9%,15 cycles,Yes,Pass
520,Tranquill,Normal,Flying,358,62,77,62,50,42,65,,5,2,Wild Pigeon,Pidove,Flying,,0.6,15.0,Both,120,24.9%,15 cycles,Yes,Smash
521,Unfezant,Normal,Flying,488,80,115,80,65,55,93,,5,3,Proud,Tranquill,Flying,,1.2,29.0,Both,45,11.9%,15 cycles,Yes,Smash
522,Blitzle,Electric,,295,45,60,32,50,32,76,,5,1,Electrified,,Field,,0.8,29.8,Both,190,35.2%,20 cycles,Yes,Pass
523,Zebstrika,Electric,,497,75,100,63,80,63,116,,5,2,Thunderbolt,Blitzle,Field,,1.6,79.5,Both,75,17.5%,20 cycles,Yes,Pass
524,Roggenrola,Rock,,280,55,75,85,25,25,15,,5,1,Mantle,,Mineral,,0.4,18.0,Both,255,43.9%,15 cycles,Yes,Pass
525,Boldore,Rock,,390,70,105,105,50,40,20,,5,2,Ore,Roggenrola,Mineral,,0.9,102.0,Both,120,24.9%,15 cycles,Yes,Pass
526,Gigalith,Rock,,515,85,135,130,60,80,25,,5,3,Compressed,Boldore,Mineral,,1.7,260.0,Both,45,11.9%,15 cycles,Yes,Pass
527,Woobat,Psychic,Flying,323,65,45,43,55,43,72,,5,1,Bat,,Field,Flying,0.4,2.1,Both,190,35.2%,15 cycles,Yes,Pass
528,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,,5,2,Courting,Woobat,Field,Flying,0.9,10.5,Both,45,11.9%,15 cycles,Yes,Pass
529,Drilbur,Ground,,328,60,85,40,30,45,68,,5,1,Mole,,Field,,0.3,8.5,Both,120,24.9%,20 cycles,Yes,Pass
530,Excadrill,Ground,Steel,508,110,135,60,50,65,88,Mega Excadrill,5,2,Subterrene,Drilbur,Field,,0.7,40.4,Both,60,14.8%,20 cycles,Yes,Pass
531,Audino,Normal,Fairy,445,103,60,86,60,86,50,Mega Audino,5,1,Hearing,,Fairy,,1.1,31.0,Both,255,43.9%,20 cycles,Yes,Pass
532,Timburr,Fighting,,305,75,80,55,25,35,35,,5,1,Muscular,,Human-Like,,0.6,12.5,Both,180,33.8%,20 cycles,Yes,Pass
533,Gurdurr,Fighting,,405,85,105,85,40,50,40,,5,2,Muscular,Timburr,Human-Like,,1.2,40.0,Both,90,20.1%,20 cycles,Yes,Pass
534,Conkeldurr,Fighting,,505,105,140,95,55,65,45,,5,3,Muscular,Gurdurr,Human-Like,,1.4,87.0,Both,45,11.9%,20 cycles,Yes,Smash
535,Tympole,Water,,294,50,50,40,50,40,64,,5,1,Tadpole,,Water 1,,0.5,4.5,Both,255,43.9%,20 cycles,Yes,Pass
536,Palpitoad,Water,Ground,384,75,65,55,65,55,69,,5,2,Vibration,Tympole,Water 1,,0.8,17.0,Both,120,24.9%,20 cycles,Yes,Pass
537,Seismitoad,Water,Ground,509,105,95,75,85,75,74,,5,3,Vibration,Palpitoad,Water 1,,1.5,62.0,Both,45,11.9%,20 cycles,Yes,Pass
538,Throh,Fighting,,465,120,100,85,30,85,45,,5,1,Judo,,Human-Like,,1.3,55.5,Male,45,11.9%,20 cycles,Yes,Pass
539,Sawk,Fighting,,465,75,125,75,30,75,85,,5,1,Karate,,Human-Like,,1.4,51.0,Male,45,11.9%,20 cycles,Yes,Pass
540,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,,5,1,Sewing,,Bug,,0.3,2.5,Both,255,43.9%,15 cycles,Yes,Pass
541,Swadloon,Bug,Grass,380,55,63,90,50,80,42,,5,2,Leaf-Wrapped,Sewaddle,Bug,,0.5,7.3,Both,120,24.9%,15 cycles,Yes,Pass
542,Leavanny,Bug,Grass,500,75,103,80,70,80,92,,5,3,Nurturing,Swadloon,Bug,,1.2,20.5,Both,45,11.9%,15 cycles,Yes,Smash
543,Venipede,Bug,Poison,260,30,45,59,30,39,57,,5,1,Centipede,,Bug,,0.4,5.3,Both,255,43.9%,15 cycles,Yes,Pass
544,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,,5,2,Curlipede,Venipede,Bug,,1.2,58.5,Both,120,24.9%,15 cycles,Yes,Pass
545,Scolipede,Bug,Poison,485,60,100,89,55,69,112,Mega Scolipede,5,3,Megapede,Whirlipede,Bug,,2.5,200.5,Both,45,11.9%,20 cycles,Yes,Pass
546,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,,5,1,Cotton Puff,,Grass,Fairy,0.3,0.6,Both,190,35.2%,20 cycles,Yes,Pass
547,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,,5,2,Windveiled,Cottonee,Grass,Fairy,0.7,6.6,Both,75,17.5%,20 cycles,Yes,Pass
548,Petilil,Grass,,280,45,35,50,70,50,30,,5,1,Bulb,,Grass,,0.5,6.6,Female,190,35.2%,20 cycles,Yes,Pass
549,Lilligant,Grass,Fighting,480,70,60,75,110,75,90,Hisuian Lilligant,5,2,Flowering,Petilil,Grass,,1.1,16.3,Female,75,17.5%,20 cycles,Yes,Smash
550,Basculin,Water,,460,70,92,65,80,55,98,Red-Striped Form; Blue-Striped Form; White-Striped Form,5,1,Hostile,,Water 2,,1.0,18.0,Both,190,35.2%,40 cycles,Yes,Pass
551,Sandile,Ground,Dark,292,50,72,35,35,35,65,,5,1,Desert Croc,,Field,,0.7,15.2,Both,180,33.8%,20 cycles,Yes,Pass
552,Krokorok,Ground,Dark,351,60,82,45,45,45,74,,5,2,Desert Croc,Sandile,Field,,1.0,33.4,Both,90,20.1%,20 cycles,Yes,Pass
553,Krookodile,Ground,Dark,519,95,117,80,65,70,92,,5,3,Intimidation,Krokorok,Field,,1.5,96.3,Both,45,11.9%,20 cycles,Yes,Pass
554,Darumaka,Fire,Ice,315,70,90,45,15,45,50,Galarian Darumaka,5,1,Zen Charm,,Field,,0.6,37.5,Both,120,24.9%,20 cycles,Yes,Pass
555,Darmanitan,Fire,Psychic,480,105,140,55,30,55,95,Standard Mode; Zen Mode; Galarian Darmanitan,5,2,Blazing,Darumaka,Field,,1.3,92.9,Both,60,14.8%,20 cycles,Yes,Pass
556,Maractus,Grass,,461,75,86,67,106,67,60,,5,1,Cactus,,Grass,,1.0,28.0,Both,255,43.9%,20 cycles,Yes,Pass
557,Dwebble,Bug,Rock,325,50,65,85,35,35,55,,5,1,Rock Inn,,Bug,Mineral,0.3,14.5,Both,190,35.2%,20 cycles,Yes,Pass
558,Crustle,Bug,Rock,485,70,105,125,65,75,45,,5,2,Stone Home,Dwebble,Bug,Mineral,1.4,200.0,Both,75,17.5%,20 cycles,Yes,Pass
559,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,,5,1,Shedding,,Field,Dragon,0.6,11.8,Both,180,33.8%,15 cycles,Yes,Pass
560,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,Mega Scrafty,5,2,Hoodlum,Scraggy,Field,Dragon,1.1,30.0,Both,90,20.1%,15 cycles,Yes,Pass
561,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,,5,1,Avianoid,,Flying,,1.4,14.0,Both,45,11.9%,20 cycles,Yes,Smash
562,Yamask,Ghost,Ground,303,38,30,85,55,65,30,Galarian Yamask,5,1,Spirit,,Mineral,Amorphous,0.5,1.5,Both,190,35.2%,25 cycles,Yes,Pass
563,Cofagrigus,Ghost,,483,58,50,145,95,105,30,,5,2,Coffin,Yamask,Mineral,Amorphous,1.7,76.5,Both,90,20.1%,25 cycles,Yes,Pass
564,Tirtouga,Water,Rock,355,54,78,103,53,45,22,,5,1,Prototurtle,,Water 1,Water 3,0.7,16.5,Both,45,11.9%,30 cycles,Yes,Pass
565,Carracosta,Water,Rock,495,74,108,133,83,65,32,,5,2,Prototurtle,Tirtouga,Water 1,Water 3,1.2,81.0,Both,45,11.9%,30 cycles,Yes,Pass
566,Archen,Rock,Flying,401,55,112,45,74,45,70,,5,1,First Bird,,Flying,Water 3,0.5,9.5,Both,45,11.9%,30 cycles,Yes,Pass
567,Archeops,Rock,Flying,567,75,140,65,112,65,110,,5,2,First Bird,Archen,Flying,Water 3,1.4,32.0,Both,45,11.9%,30 cycles,Yes,Pass
568,Trubbish,Poison,,329,50,50,62,40,62,65,,5,1,Trash Bag,,Mineral,,0.6,31.0,Both,190,35.2%,20 cycles,Yes,Pass
569,Garbodor,Poison,,474,80,95,82,60,82,75,,5,2,Trash Heap,Trubbish,Mineral,,1.9,107.3,Both,60,14.8%,20 cycles,Yes,Pass
570,Zorua,Dark,Normal,330,40,65,40,80,40,65,Hisuian Zorua,5,1,Tricky Fox,,Field,,0.7,12.5,Both,75,17.5%,25 cycles,Yes,Pass
571,Zoroark,Dark,Normal,510,60,105,60,120,60,105,Hisuian Zoroark,5,2,Illusion Fox,Zorua,Field,,1.6,81.1,Both,45,11.9%,20 cycles,Yes,Smash
572,Minccino,Normal,,300,55,50,40,40,40,75,,5,1,Chinchilla,,Field,,0.4,5.8,Both,255,43.9%,15 cycles,Yes,Pass
573,Cinccino,Normal,,470,75,95,60,65,60,115,,5,2,Scarf,Minccino,Field,,0.5,7.5,Both,60,14.8%,15 cycles,Yes,Pass
574,Gothita,Psychic,,290,45,30,50,55,65,45,,5,1,Fixation,,Human-Like,,0.4,5.8,Both,200,36.6%,20 cycles,Yes,Pass
575,Gothorita,Psychic,,390,60,45,70,75,85,55,,5,2,Manipulate,Gothita,Human-Like,,0.7,18.0,Both,100,21.7%,20 cycles,Yes,Pass
576,Gothitelle,Psychic,,490,70,55,95,95,110,65,,5,3,Astral Body,Gothorita,Human-Like,,1.5,44.0,Both,50,12.9%,20 cycles,Yes,Smash
577,Solosis,Psychic,,290,45,30,40,105,50,20,,5,1,Cell,,Amorphous,,0.3,1.0,Both,200,36.6%,20 cycles,Yes,Pass
578,Duosion,Psychic,,370,65,40,50,125,60,30,,5,2,Mitosis,Solosis,Amorphous,,0.6,8.0,Both,100,21.7%,20 cycles,Yes,Pass
579,Reuniclus,Psychic,,490,110,65,75,125,85,30,,5,3,Multiplying,Duosion,Amorphous,,1.0,20.1,Both,50,12.9%,20 cycles,Yes,Pass
580,Ducklett,Water,Flying,305,62,44,50,44,50,55,,5,1,Water Bird,,Water 1,Flying,0.5,5.5,Both,190,35.2%,20 cycles,Yes,Pass
581,Swanna,Water,Flying,473,75,87,63,87,63,98,,5,2,White Bird,Ducklett,Water 1,Flying,1.3,24.2,Both,45,11.9%,20 cycles,Yes,Smash
582,Vanillite,Ice,,305,36,50,50,65,60,44,,5,1,Fresh Snow,,Mineral,,0.4,5.7,Both,255,43.9%,20 cycles,Yes,Pass
583,Vanillish,Ice,,395,51,65,65,80,75,59,,5,2,Icy Snow,Vanillite,Mineral,,1.1,41.0,Both,120,24.9%,20 cycles,Yes,Pass
584,Vanilluxe,Ice,,535,71,95,85,110,95,79,,5,3,Snowstorm,Vanillish,Mineral,,1.3,57.5,Both,45,11.9%,20 cycles,Yes,Smash
585,Deerling,Normal,Grass,335,60,60,50,40,50,75,Spring Form; Summer Form; Autumn Form; Winter Form,5,1,Season,,Field,,0.6,19.5,Both,190,35.2%,20 cycles,Yes,Pass
586,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,Spring Form; Summer Form; Autumn Form; Winter Form,5,2,Season,Deerling,Field,,1.9,92.5,Both,75,17.5%,20 cycles,Yes,Pass
587,Emolga,Electric,Flying,428,55,75,60,75,60,103,,5,1,Sky Squirrel,,Field,,0.4,5.0,Both,200,36.6%,20 cycles,Yes,Pass
588,Karrablast,Bug,,315,50,75,45,40,45,60,,5,1,Clamping,,Bug,,0.5,5.9,Both,200,36.6%,15 cycles,Yes,Pass
589,Escavalier,Bug,Steel,495,70,135,105,60,105,20,,5,2,Cavalry,Karrablast,Bug,,1.0,33.0,Both,75,17.5%,15 cycles,Yes,Smash
590,Foongus,Grass,Poison,294,69,55,45,55,55,15,,5,1,Mushroom,,Grass,,0.2,1.0,Both,190,35.2%,20 cycles,Yes,Pass
591,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,,5,2,Mushroom,Foongus,Grass,,0.6,10.5,Both,75,17.5%,20 cycles,Yes,Pass
592,Frillish,Water,Ghost,335,55,40,50,65,85,40,,5,1,Floating,,Amorphous,,1.2,33.0,Both,190,35.2%,20 cycles,Yes,Pass
593,Jellicent,Water,Ghost,480,100,60,70,85,105,60,,5,2,Floating,Frillish,Amorphous,,2.2,135.0,Both,60,14.8%,20 cycles,Yes,Pass
594,Alomomola,Water,,470,165,75,80,40,45,65,,5,1,Caring,,Water 1,Water 2,1.2,31.6,Both,75,17.5%,40 cycles,Yes,Pass
595,Joltik,Bug,Electric,319,50,47,50,57,50,65,,5,1,Attaching,,Bug,,0.1,0.6,Both,190,35.2%,20 cycles,Yes,Pass
596,Galvantula,Bug,Electric,472,70,77,60,97,60,108,,5,2,EleSpider,Joltik,Bug,,0.8,14.3,Both,75,17.5%,20 cycles,Yes,Pass
597,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,,5,1,Thorn Seed,,Grass,Mineral,0.6,18.8,Both,255,43.9%,20 cycles,Yes,Pass
598,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,,5,2,Thorn Pod,Ferroseed,Grass,Mineral,1.0,110.0,Both,90,20.1%,20 cycles,Yes,Pass
599,Klink,Steel,,300,40,55,70,45,60,30,,5,1,Gear,,Mineral,,0.3,21.0,Neither,130,26.5%,20 cycles,Yes,Pass
600,Klang,Steel,,440,60,80,95,70,85,50,,5,2,Gear,Klink,Mineral,,0.6,51.0,Neither,60,14.8%,20 cycles,Yes,Pass
601,Klinklang,Steel,,520,60,100,115,70,85,90,,5,3,Gear,Klang,Mineral,,0.6,81.0,Neither,30,8.8%,20 cycles,Yes,Pass
602,Tynamo,Electric,,275,35,55,40,45,40,60,,5,1,EleFish,,Amorphous,,0.2,0.3,Both,190,35.2%,20 cycles,Yes,Pass
603,Eelektrik,Electric,,405,65,85,70,75,70,40,,5,2,EleFish,Tynamo,Amorphous,,1.2,22.0,Both,60,14.8%,20 cycles,Yes,Pass
604,Eelektross,Electric,,515,85,115,80,105,80,50,Mega Eelektross,5,3,EleFish,Eelektrik,Amorphous,,2.1,80.5,Both,30,8.8%,20 cycles,Yes,Pass
605,Elgyem,Psychic,,335,55,55,55,85,55,30,,5,1,Cerebral,,Human-Like,,0.5,9.0,Both,255,43.9%,20 cycles,Yes,Pass
606,Beheeyem,Psychic,,485,75,75,75,125,95,40,,5,2,Cerebral,Elgyem,Human-Like,,1.0,34.5,Both,90,20.1%,20 cycles,Yes,Pass
607,Litwick,Ghost,Fire,275,50,30,55,65,55,20,,5,1,Candle,,Amorphous,,0.3,3.1,Both,190,35.2%,20 cycles,Yes,Pass
608,Lampent,Ghost,Fire,370,60,40,60,95,60,55,,5,2,Lamp,Litwick,Amorphous,,0.6,13.0,Both,90,20.1%,20 cycles,Yes,Pass
609,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,Mega Chandelure,5,3,Luring,Lampent,Amorphous,,1.0,34.3,Both,45,11.9%,20 cycles,Yes,Pass
610,Axew,Dragon,,320,46,87,60,30,40,57,,5,1,Tusk,,Monster,Dragon,0.6,18.0,Both,75,17.5%,40 cycles,Yes,Pass
611,Fraxure,Dragon,,410,66,117,70,40,50,67,,5,2,Axe Jaw,Axew,Monster,Dragon,1.0,36.0,Both,60,14.8%,40 cycles,Yes,Pass
612,Haxorus,Dragon,,540,76,147,90,60,70,97,,5,3,Axe Jaw,Fraxure,Monster,Dragon,1.8,105.5,Both,45,11.9%,40 cycles,Yes,Pass
613,Cubchoo,Ice,,305,55,70,40,60,40,40,,5,1,Chill,,Field,,0.5,8.5,Both,120,24.9%,20 cycles,Yes,Pass
614,Beartic,Ice,,505,95,130,80,70,80,50,,5,2,Freezing,Cubchoo,Field,,2.6,260.0,Both,60,14.8%,20 cycles,Yes,Pass
615,Cryogonal,Ice,,515,80,50,50,95,135,105,,5,1,Crystallizing,,Mineral,,1.1,148.0,Neither,25,7.7%,25 cycles,Yes,Pass
616,Shelmet,Bug,,305,50,40,85,40,65,25,,5,1,Snail,,Bug,,0.4,7.7,Both,200,36.6%,15 cycles,Yes,Pass
617,Accelgor,Bug,,495,80,70,40,100,60,145,,5,2,Shell Out,Shelmet,Bug,,0.8,25.3,Both,75,17.5%,15 cycles,Yes,Smash
618,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,Galarian Stunfisk,5,1,Trap,,Water 1,Amorphous,0.7,11.0,Both,75,17.5%,20 cycles,Yes,Pass
619,Mienfoo,Fighting,,350,45,85,50,55,50,65,,5,1,Martial Arts,,Field,Human-Like,0.9,20.0,Both,180,33.8%,25 cycles,Yes,Pass
620,Mienshao,Fighting,,510,65,125,60,95,60,105,,5,2,Martial Arts,Mienfoo,Field,Human-Like,1.4,35.5,Both,45,11.9%,25 cycles,Yes,Pass
621,Druddigon,Dragon,,485,77,120,90,60,90,48,,5,1,Cave,,Dragon,Monster,1.6,139.0,Both,45,11.9%,30 cycles,Yes,Pass
622,Golett,Ground,Ghost,303,59,74,50,35,50,35,,5,1,Automaton,,Mineral,,1.0,92.0,Neither,190,35.2%,25 cycles,Yes,Pass
623,Golurk,Ground,Ghost,483,89,124,80,55,80,55,Mega Golurk,5,2,Automaton,Golett,Mineral,,2.8,330.0,Neither,90,20.1%,25 cycles,Yes,Pass
624,Pawniard,Dark,Steel,340,45,85,70,40,40,60,,5,1,Sharp Blade,,Human-Like,,0.5,10.2,Both,120,24.9%,20 cycles,Yes,Pass
625,Bisharp,Dark,Steel,490,65,125,100,60,70,70,,5,2,Sword Blade,Pawniard,Human-Like,,1.6,70.0,Both,45,11.9%,20 cycles,Yes,Pass
626,Bouffalant,Normal,,490,95,110,95,40,95,55,,5,1,Bash Buffalo,,Field,,1.6,94.6,Both,45,11.9%,20 cycles,Yes,Pass
627,Rufflet,Normal,Flying,350,70,83,50,37,50,60,,5,1,Eaglet,,Flying,,0.5,10.5,Male,190,35.2%,20 cycles,Yes,Pass
628,Braviary,Normal,Flying,510,100,123,75,57,75,80,Hisuian Braviary,5,2,Valiant,Rufflet,Flying,,1.5,41.0,Male,60,14.8%,20 cycles,Yes,Pass
629,Vullaby,Dark,Flying,370,70,55,75,45,65,60,,5,1,Diapered,,Flying,,0.5,9.0,Female,190,35.2%,20 cycles,Yes,Pass
630,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,,5,2,Bone Vulture,Vullaby,Flying,,1.2,39.5,Female,60,14.8%,20 cycles,Yes,Smash
631,Heatmor,Fire,,484,85,97,66,105,66,65,,5,1,Anteater,,Field,,1.4,58.0,Both,90,20.1%,20 cycles,Yes,Pass
632,Durant,Bug,Steel,484,58,109,112,48,48,109,,5,1,Iron Ant,,Bug,,0.3,33.0,Both,90,20.1%,20 cycles,Yes,Pass
633,Deino,Dark,Dragon,300,52,65,50,45,50,38,,5,1,Irate,,Dragon,,0.8,17.3,Both,45,11.9%,40 cycles,Yes,Pass
634,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,,5,2,Hostile,Deino,Dragon,,1.4,50.0,Both,45,11.9%,40 cycles,Yes,Pass
635,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,,5,3,Brutal,Zweilous,Dragon,,1.8,160.0,Both,45,11.9%,40 cycles,Yes,Pass
636,Larvesta,Bug,Fire,360,55,85,55,50,55,60,,5,1,Torch,,Bug,,1.1,28.8,Both,45,11.9%,40 cycles,Yes,Pass
637,Volcarona,Bug,Fire,550,85,60,65,135,105,100,,5,2,Sun,Larvesta,Bug,,1.6,46.0,Both,15,5.2%,40 cycles,Yes,Pass
638,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,,5,1,Iron Will,,No Eggs Discovered,,2.1,250.0,Neither,3,1.6%,80 cycles,No,Pass
639,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,,5,1,Cavern,,No Eggs Discovered,,1.9,260.0,Neither,3,1.6%,80 cycles,No,Pass
640,Virizion,Grass,Fighting,580,91,90,72,90,129,108,,5,1,Grassland,,No Eggs Discovered,,2.0,200.0,Neither,3,1.6%,80 cycles,No,Pass
641,Tornadus,Flying,,580,79,115,70,125,80,111,Incarnate Forme; Therian Forme,5,1,Cyclone,,No Eggs Discovered,,1.5,63.0,Male,3,1.6%,120 cycles,No,Pass
642,Thundurus,Electric,Flying,580,79,115,70,125,80,111,Incarnate Forme; Therian Forme,5,1,Bolt Strike,,No Eggs Discovered,,1.5,61.0,Male,3,1.6%,120 cycles,No,Pass
643,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,,5,1,Vast White,,No Eggs Discovered,,3.2,330.0,Neither,3,1.6%,120 cycles,No,Pass
644,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,,5,1,Deep Black,,No Eggs Discovered,,2.9,345.0,Neither,3,1.6%,120 cycles,No,Pass
645,Landorus,Ground,Flying,600,89,125,90,115,80,101,Incarnate Forme; Therian Forme,5,1,Abundance,,No Eggs Discovered,,1.5,68.0,Male,3,1.6%,120 cycles,No,Pass
646,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,White Kyurem; Black Kyurem,5,1,Boundary,,No Eggs Discovered,,3.0,325.0,Neither,3,1.6%,120 cycles,No,Pass
647,Keldeo,Water,Fighting,580,91,72,90,129,90,108,Ordinary Form; Resolute Form,5,1,Colt,,No Eggs Discovered,,1.4,48.5,Neither,3,1.6%,80 cycles,No,Pass
648,Meloetta,Normal,Psychic,600,100,77,77,128,128,90,,5,1,Melody,,No Eggs Discovered,,0.6,6.5,Neither,3,1.6%,120 cycles,No,Pass
649,Genesect,Bug,Steel,600,71,120,95,120,95,99,,5,1,Paleozoic,,No Eggs Discovered,,1.5,82.5,Neither,3,1.6%,120 cycles,No,Pass
650,Chespin,Grass,,313,56,61,65,48,45,38,,6,1,Spiny Nut,,Field,,0.4,9.0,Both,45,11.9%,20 cycles,Yes,Pass
651,Quilladin,Grass,,405,61,78,95,56,58,57,,6,2,Spiny Armor,Chespin,Field,,0.7,29.0,Both,45,11.9%,20 cycles,Yes,Pass
652,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,Mega Chesnaught,6,3,Spiny Armor,Quilladin,Field,,1.6,90.0,Both,45,11.9%,20 cycles,Yes,Pass
653,Fennekin,Fire,,307,40,45,40,62,60,60,,6,1,Fox,,Field,,0.4,9.4,Both,45,11.9%,20 cycles,Yes,Pass
654,Braixen,Fire,,409,59,59,58,90,70,73,,6,2,Fox,Fennekin,Field,,1.0,14.5,Both,45,11.9%,20 cycles,Yes,Pass
655,Delphox,Fire,Psychic,534,75,69,72,114,100,104,Mega Delphox,6,3,Fox,Braixen,Field,,1.5,39.0,Both,45,11.9%,20 cycles,Yes,Smash
656,Froakie,Water,,314,41,56,40,62,44,71,,6,1,Bubble Frog,,Water 1,,0.3,7.0,Both,45,11.9%,20 cycles,Yes,Pass
657,Frogadier,Water,,405,54,63,52,83,56,97,,6,2,Bubble Frog,Froakie,Water 1,,0.6,10.9,Both,45,11.9%,20 cycles,Yes,Pass
658,Greninja,Water,Dark,530,72,95,67,103,71,122,Ash-Greninja; Mega Greninja,6,3,Ninja,Frogadier,Water 1,No Eggs Discovered,1.5,40.0,Both,45,11.9%,20 cycles,Yes,Smash
659,Bunnelby,Normal,,237,38,36,38,32,36,57,,6,1,Digging,,Field,,0.4,5.0,Both,255,43.9%,15 cycles,Yes,Pass
